Num_ID,Gene_ID,transcript_ID,# of transcripts
8903,WBGene00011579,"['T07D4.2a.1', 'T07D4.2b.1', 'T07D4.2c.1']",3
8904,WBGene00011580,"['T07D4.4a.1', 'T07D4.4b.1', 'T07D4.4c.1', 'T07D4.4d.1', 'T07D4.4e.1']",5
8905,WBGene00011581,['T07D10.1.1'],1
8906,WBGene00011582,"['T07D10.2a.1', 'T07D10.2b.1']",2
8907,WBGene00011583,['T07D10.3.1'],1
8908,WBGene00011584,['T07D10.4.1'],1
8909,WBGene00011586,['T07D10.6.1'],1
8910,WBGene00011587,"['T07F10.1a.1', 'T07F10.1b.1']",2
8911,WBGene00011589,['T07F10.3.1'],1
8912,WBGene00011590,['T07F10.4a.1'],1
8913,WBGene00011591,['T07F10.5.1'],1
8914,WBGene00011592,['T07F10.6.1'],1
8915,WBGene00011593,['T07G12.2.1'],1
8916,WBGene00011594,['T07G12.3.1'],1
8917,WBGene00011595,['T07G12.4.1'],1
8918,WBGene00011596,"['T07G12.5a.1', 'T07G12.5b.1', 'T07G12.5c.1']",3
8919,WBGene00011597,"['T07G12.6a.1', 'T07G12.6b.1', 'T07G12.6c.1', 'T07G12.6d.1']",4
8920,WBGene00011600,"['T07G12.10.1', 'T07G12.10.2', 'T07G12.10.3']",3
8921,WBGene00011601,"['T07G12.11a.1', 'T07G12.11b.1']",2
8922,WBGene00011604,['T08A11.1.1'],1
8923,WBGene00011605,['T08A11.2.1'],1
8924,WBGene00011606,['T08D2.1.1'],1
8925,WBGene00011609,['T08D2.4.1'],1
8926,WBGene00011610,"['T08D2.5.1', 'T08D2.5.2']",2
8927,WBGene00011611,['T08D2.6.1'],1
8928,WBGene00011612,['T08D2.7.1'],1
8929,WBGene00011613,['T08D2.8.1'],1
8930,WBGene00011614,['T08D10.1.1'],1
8931,WBGene00011615,['T08D10.2.1'],1
8932,WBGene00011616,['T08D10.3.1'],1
8933,WBGene00011618,['T08G3.6.1'],1
8934,WBGene00011620,['T08G3.11.1'],1
8935,WBGene00011621,['T08G3.13.1'],1
8936,WBGene00011622,['T08G5.1.1'],1
8937,WBGene00011623,['T08G5.2.1'],1
8938,WBGene00011624,"['T08G5.3a.1', 'T08G5.3b.1']",2
8939,WBGene00011625,"['T08G5.5a.1', 'T08G5.5b.1', 'T08G5.5c.1', 'T08G5.5d.1']",4
8940,WBGene00011626,['T08G5.7.1'],1
8941,WBGene00011629,"['T08G11.1a.1', 'T08G11.1b.1']",2
8942,WBGene00011630,['T08G11.3.1'],1
8943,WBGene00011631,"['T08G11.4a.1', 'T08G11.4b.1']",2
8944,WBGene00011633,['T09A5.4.1'],1
8945,WBGene00011634,['T09A5.5.1'],1
8946,WBGene00011635,['T09A5.7.1'],1
8947,WBGene00011636,['T09A5.8.1'],1
8948,WBGene00011637,['T09A5.9.1'],1
8949,WBGene00011638,['T09A5.11.1'],1
8950,WBGene00011639,"['T09A5.12.1', 'T09A5.12.2']",2
8951,WBGene00011640,['T09A5.14.1'],1
8952,WBGene00011641,['T09A5.15.1'],1
8953,WBGene00011642,['T09B9.1.1'],1
8954,WBGene00011643,['T09B9.2.1'],1
8955,WBGene00011644,['T09B9.3.1'],1
8956,WBGene00011645,['T09B9.4.1'],1
8957,WBGene00011646,['T09B9.5.1'],1
8958,WBGene00011647,"['T09E8.1a.1', 'T09E8.1b.1', 'T09E8.1c.1', 'T09E8.1d.1', 'T09E8.1e.1', 'T09E8.1f.1', 'T09E8.1g.1', 'T09E8.1h.1', 'T09E8.1i.1']",9
8959,WBGene00011648,['T09E8.3.1'],1
8960,WBGene00011649,['T09E8.4.1'],1
8961,WBGene00011650,['T09E11.1.1'],1
8962,WBGene00011651,['T09E11.2.1'],1
8963,WBGene00011652,['T09E11.3.1'],1
8964,WBGene00011653,['T09E11.4.1'],1
8965,WBGene00011654,['T09E11.5.1'],1
8966,WBGene00011655,['T09E11.6.1'],1
8967,WBGene00011656,['T09E11.7.1'],1
8968,WBGene00011657,['T09E11.8.1'],1
8969,WBGene00011658,['T09E11.9.1'],1
8970,WBGene00011659,['T09E11.10.1'],1
8971,WBGene00011661,['T09F3.1.1'],1
8972,WBGene00011662,['T09F3.2.1'],1
8973,WBGene00011663,['T09F3.4.1'],1
8974,WBGene00011664,['T09F3.5.1'],1
8975,WBGene00011665,['T09F5.1.1'],1
8976,WBGene00011666,['T09F5.2.1'],1
8977,WBGene00011668,['T09F5.9.1'],1
8978,WBGene00011669,['T09F5.10.1'],1
8979,WBGene00011670,['T09F5.11.1'],1
8980,WBGene00011671,['T10B9.1.1'],1
8981,WBGene00011672,['T10B9.2.1'],1
8982,WBGene00011673,['T10B9.3.1'],1
8983,WBGene00011674,['T10B9.4.1'],1
8984,WBGene00011675,['T10B9.5.1'],1
8985,WBGene00011676,['T10B9.7.1'],1
8986,WBGene00011677,"['T10B9.8.1', 'T10B9.8.2']",2
8987,WBGene00011678,['T10B9.9.1'],1
8988,WBGene00011679,['T10B10.2.1'],1
8989,WBGene00011680,"['T10B10.3a.1', 'T10B10.3b.1']",2
8990,WBGene00011681,['T10B10.4a.1'],1
8991,WBGene00011682,['T10B10.5.1'],1
8992,WBGene00011683,['T10B10.6.1'],1
8993,WBGene00011684,['T10B10.8.1'],1
8994,WBGene00011685,['T10B10.9.1'],1
8995,WBGene00011687,['T10C6.5.1'],1
8996,WBGene00011688,"['T10C6.6a.1', 'T10C6.6a.2', 'T10C6.6b.1', 'T10C6.6b.2', 'T10C6.6c.1', 'T10C6.6d.1', 'T10C6.6e.1', 'T10C6.6f.1']",8
8997,WBGene00011689,['T10C6.7.1'],1
8998,WBGene00011691,"['T10C6.10a.1', 'T10C6.10b.1']",2
8999,WBGene00011692,['T10G3.1.1'],1
9000,WBGene00011693,['T10G3.2.1'],1
9001,WBGene00011694,"['T10G3.3.1', 'T10G3.3.2']",2
9002,WBGene00011695,"['T10G3.4a.1', 'T10G3.4b.1']",2
9003,WBGene00011696,"['T10G3.5a.1', 'T10G3.5b.1']",2
9004,WBGene00011697,['T10H4.4.1'],1
9005,WBGene00011698,['T10H4.10.1'],1
9006,WBGene00011699,['T10H4.11.1'],1
9007,WBGene00011701,['T11A5.2.1'],1
9008,WBGene00011702,['T11A5.3.1'],1
9009,WBGene00011704,['T11A5.5.1'],1
9010,WBGene00011705,"['T11A5.6a.1', 'T11A5.6b.1', 'T11A5.6c.1', 'T11A5.6c.2']",4
9011,WBGene00011706,['T11B7.1.1'],1
9012,WBGene00011707,"['T11B7.2a.1', 'T11B7.2b.1', 'T11B7.2c.1']",3
9013,WBGene00011708,['T11B7.5.1'],1
9014,WBGene00011709,"['T11F9.1a.1', 'T11F9.1b.1']",2
9015,WBGene00011710,['T11F9.7.1'],1
9016,WBGene00011712,['T11F9.10.1'],1
9017,WBGene00011713,['T11F9.12.1'],1
9018,WBGene00011715,['T11F9.14.1'],1
9019,WBGene00011717,"['T11G6.2a.1', 'T11G6.2b.1']",2
9020,WBGene00011718,['T11G6.3.1'],1
9021,WBGene00011719,['T11G6.4.1'],1
9022,WBGene00011720,"['T11G6.5a.1', 'T11G6.5b.1']",2
9023,WBGene00011722,"['T11G6.8a.1', 'T11G6.8b.1']",2
9024,WBGene00011723,"['T12A7.2a.1', 'T12A7.2a.2', 'T12A7.2b.1', 'T12A7.2b.2', 'T12A7.2c.1', 'T12A7.2c.2']",6
9025,WBGene00011724,['T12A7.3.1'],1
9026,WBGene00011725,"['T12A7.4a.1', 'T12A7.4b.1', 'T12A7.4c.1', 'T12A7.4d.1']",4
9027,WBGene00011726,['T12A7.5.1'],1
9028,WBGene00011727,['T12A7.6.1'],1
9029,WBGene00011729,['T12D8.1.1'],1
9030,WBGene00011730,['T12D8.2.1'],1
9031,WBGene00011731,"['T12D8.3.1', 'T12D8.3.2']",2
9032,WBGene00011732,['T12D8.4.1'],1
9033,WBGene00011733,"['T12D8.5a.1', 'T12D8.5a.2']",2
9034,WBGene00011734,['T12D8.6.1'],1
9035,WBGene00011735,"['T12D8.8.1', 'T12D8.8.2']",2
9036,WBGene00011736,"['T12D8.9a.1', 'T12D8.9b.1']",2
9037,WBGene00011737,"['T12G3.1a.1', 'T12G3.1b.1']",2
9038,WBGene00011738,"['T12G3.2a.1', 'T12G3.2a.2', 'T12G3.2a.3', 'T12G3.2a.4', 'T12G3.2b.1', 'T12G3.2b.2', 'T12G3.2b.3', 'T12G3.2c.1', 'T12G3.2c.2', 'T12G3.2c.3', 'T12G3.2d.1', 'T12G3.2e.1', 'T12G3.2f.1', 'T12G3.2g.1']",14
9039,WBGene00011739,['T12G3.4.1'],1
9040,WBGene00011740,['T12G3.5.1'],1
9041,WBGene00011741,"['T12G3.6a.1', 'T12G3.6b.1']",2
9042,WBGene00011742,['T12G3.7.1'],1
9043,WBGene00011743,['T13F2.2.1'],1
9044,WBGene00011744,['T13F2.4.1'],1
9045,WBGene00011745,['T13F2.5.1'],1
9046,WBGene00011746,['T13F2.6.1'],1
9047,WBGene00011747,['T13F2.7.1'],1
9048,WBGene00011749,['T13F2.12.1'],1
9049,WBGene00011750,['T13F3.2a.1'],1
9050,WBGene00011751,['T13F3.4.1'],1
9051,WBGene00011752,['T13F3.5.1'],1
9052,WBGene00011753,['T13F3.6.1'],1
9053,WBGene00011754,['T13F3.7.1'],1
9054,WBGene00011755,"['T13H5.1a.1', 'T13H5.1b.1', 'T13H5.1c.1', 'T13H5.1d.1', 'T13H5.1e.1', 'T13H5.1f.1', 'T13H5.1f.2', 'T13H5.1g.1', 'T13H5.1h.1', 'T13H5.1i.1']",10
9055,WBGene00011756,"['T13H5.2a.1', 'T13H5.2b.1']",2
9056,WBGene00011757,['T13H5.3.1'],1
9057,WBGene00011758,['T13H5.4.1'],1
9058,WBGene00011759,['T13H5.5.1'],1
9059,WBGene00011760,['T13H5.6.1'],1
9060,WBGene00011761,['T13H5.8.1'],1
9061,WBGene00011762,['T13H10.2.1'],1
9062,WBGene00011763,"['T14B1.1.1', 'T14B1.1.2', 'T14B1.1.3']",3
9063,WBGene00011765,['T14C1.1.1'],1
9064,WBGene00011767,"['T14D7.1.1', 'T14D7.1.2']",2
9065,WBGene00011768,['T14D7.2.1'],1
9066,WBGene00011770,['T14G8.2.1'],1
9067,WBGene00011771,['T14G8.3.1'],1
9068,WBGene00011772,['T14G8.4.1'],1
9069,WBGene00011773,['T14G10.3.1'],1
9070,WBGene00011774,['T14G10.4.1'],1
9071,WBGene00011775,"['T14G10.5a.1', 'T14G10.5a.2', 'T14G10.5b.1', 'T14G10.5c.1', 'T14G10.5d.1']",5
9072,WBGene00011776,['T14G10.7.1'],1
9073,WBGene00011777,"['T14G10.8a.1', 'T14G10.8b.1']",2
9074,WBGene00011778,['T15D6.1.1'],1
9075,WBGene00011779,['T15D6.4.1'],1
9076,WBGene00011780,['T15D6.5.1'],1
9077,WBGene00011781,['T15D6.7.1'],1
9078,WBGene00011782,['T15D6.8.1'],1
9079,WBGene00011783,['T15D6.9.1'],1
9080,WBGene00011784,['T15D6.10.1'],1
9081,WBGene00011785,['T15D6.11.1'],1
9082,WBGene00011786,['T15D6.12.1'],1
9083,WBGene00011788,['T15H9.2.1'],1
9084,WBGene00011789,['T15H9.4.1'],1
9085,WBGene00011790,['T15H9.5.1'],1
9086,WBGene00011791,['T15H9.6.1'],1
9087,WBGene00011793,"['T16A9.3.1', 'T16A9.3.2', 'T16A9.3.3']",3
9088,WBGene00011794,"['T16A9.4a.1', 'T16A9.4b.1', 'T16A9.4c.1', 'T16A9.4d.1']",4
9089,WBGene00011795,"['T16A9.5.1', 'T16A9.5.2']",2
9090,WBGene00011796,"['T16G1.2a.1', 'T16G1.2b.1']",2
9091,WBGene00011797,['T16G1.3.1'],1
9092,WBGene00011798,['T16G1.4.1'],1
9093,WBGene00011799,['T16G1.5.1'],1
9094,WBGene00011800,['T16G1.6.1'],1
9095,WBGene00011801,['T16G1.7.1'],1
9096,WBGene00011802,"['T16G1.9.1', 'T16G1.9.2']",2
9097,WBGene00011803,['T16G12.1.1'],1
9098,WBGene00011804,"['T16G12.3.1', 'T16G12.3.2', 'T16G12.3.3', 'T16G12.3.4', 'T16G12.3.5']",5
9099,WBGene00011805,['T16G12.4.1'],1
9100,WBGene00011806,['T16G12.5.1'],1
9101,WBGene00011807,['T16G12.6.1'],1
9102,WBGene00011808,['T16G12.7.1'],1
9103,WBGene00011809,['T16G12.8.1'],1
9104,WBGene00011810,"['T16G12.9a.1', 'T16G12.9c.1']",2
9105,WBGene00011812,['T16H12.2.1'],1
9106,WBGene00011813,"['T16H12.3a.1', 'T16H12.3b.1', 'T16H12.3c.1']",3
9107,WBGene00011814,['T16H12.4.1'],1
9108,WBGene00011815,"['T16H12.5a.1', 'T16H12.5b.1']",2
9109,WBGene00011816,['T16H12.8.1'],1
9110,WBGene00011817,['T16H12.9.1'],1
9111,WBGene00011819,"['T16H12.11.1', 'T16H12.11.2']",2
9112,WBGene00011820,['T18D3.1.1'],1
9113,WBGene00011821,"['T18D3.3a.1', 'T18D3.3b.1']",2
9114,WBGene00011822,['T18D3.5.1'],1
9115,WBGene00011823,['T18D3.6.1'],1
9116,WBGene00011824,"['T18D3.7a.1', 'T18D3.7b.1', 'T18D3.7c.1']",3
9117,WBGene00011826,"['T18D3.9.1', 'T18D3.9.2']",2
9118,WBGene00011827,"['T19A6.1a.1', 'T19A6.1b.1', 'T19A6.1c.1']",3
9119,WBGene00011828,"['T19A6.3a.1', 'T19A6.3b.1']",2
9120,WBGene00011829,['T19A6.4.1'],1
9121,WBGene00011830,['T19B10.1.1'],1
9122,WBGene00011831,['T19B10.2.1'],1
9123,WBGene00011832,"['T19B10.3.1', 'T19B10.3.2']",2
9124,WBGene00011833,['T19B10.5.1'],1
9125,WBGene00011834,"['T19B10.6.1', 'T19B10.6.2', 'T19B10.6.3']",3
9126,WBGene00011835,['T19B10.8.1'],1
9127,WBGene00011836,['T19B10.9.1'],1
9128,WBGene00011837,['T19B10.10.1'],1
9129,WBGene00011838,['T19C4.1.1'],1
9130,WBGene00011839,"['T19C4.5a.1', 'T19C4.5b.1']",2
9131,WBGene00011840,['T19C9.1.1'],1
9132,WBGene00011841,['T19C9.5.1'],1
9133,WBGene00011844,['T19C9.8.1'],1
9134,WBGene00011846,"['T19H5.1a.1', 'T19H5.1b.1']",2
9135,WBGene00011847,['T19H5.2.1'],1
9136,WBGene00011848,['T19H5.3.1'],1
9137,WBGene00011849,['T19H5.4.1'],1
9138,WBGene00011850,"['T20B3.1a.1', 'T20B3.1b.1']",2
9139,WBGene00011852,['T20B3.12.1'],1
9140,WBGene00011853,['T20B3.13.1'],1
9141,WBGene00011854,['T20B3.14.1'],1
9142,WBGene00011855,['T20D3.1.1'],1
9143,WBGene00011856,['T20D3.2.1'],1
9144,WBGene00011857,"['T20D3.3a.1', 'T20D3.3b.1']",2
9145,WBGene00011858,['T20D3.5.1'],1
9146,WBGene00011859,"['T20D3.6a.1', 'T20D3.6b.1']",2
9147,WBGene00011860,['T20D3.8.1'],1
9148,WBGene00011864,"['T20F10.2a.1', 'T20F10.2b.1', 'T20F10.2c.1']",3
9149,WBGene00011867,['T20G5.1.1'],1
9150,WBGene00011868,"['T20G5.4a.1', 'T20G5.4b.1']",2
9151,WBGene00011869,['T20G5.7.1'],1
9152,WBGene00011870,['T20G5.8.1'],1
9153,WBGene00011871,['T20G5.9.1'],1
9154,WBGene00011872,['T20G5.10.1'],1
9155,WBGene00011873,['T20G5.12.1'],1
9156,WBGene00011874,['T20G5.13.1'],1
9157,WBGene00011875,['T20G5.14.1'],1
9158,WBGene00011876,['T21B4.1.1'],1
9159,WBGene00011877,['T21B4.3.1'],1
9160,WBGene00011878,"['T21B4.4a.1', 'T21B4.4b.1']",2
9161,WBGene00011879,['T21B6.2.1'],1
9162,WBGene00011880,['T21B6.3.1'],1
9163,WBGene00011882,['T21B6.5.1'],1
9164,WBGene00011883,['T21B10.1.1'],1
9165,WBGene00011884,"['T21B10.2a.1', 'T21B10.2a.2', 'T21B10.2c.1']",3
9166,WBGene00011885,['T21B10.3.1'],1
9167,WBGene00011886,['T21B10.4.1'],1
9168,WBGene00011887,"['T21B10.5a.1', 'T21B10.5b.1']",2
9169,WBGene00011888,['T21B10.6.1'],1
9170,WBGene00011890,"['T21C9.1a.1', 'T21C9.1b.1']",2
9171,WBGene00011891,"['T21C9.3a.1', 'T21C9.3a.2', 'T21C9.3a.3', 'T21C9.3b.1']",4
9172,WBGene00011892,['T21C9.4.1'],1
9173,WBGene00011893,['T21C9.6.1'],1
9174,WBGene00011894,"['T21C9.8.1', 'T21C9.8.2']",2
9175,WBGene00011895,['T21C9.9.1'],1
9176,WBGene00011896,['T21C9.11.1'],1
9177,WBGene00011897,"['T21C9.12a.1', 'T21C9.12b.1']",2
9178,WBGene00011898,['T21C9.13.1'],1
9179,WBGene00011899,['T21C12.3.1'],1
9180,WBGene00011900,"['T21C12.4a.1', 'T21C12.4b.1']",2
9181,WBGene00011902,['T21E8.4.1'],1
9182,WBGene00011903,['T21E8.5.1'],1
9183,WBGene00011904,"['T21H8.1a.1', 'T21H8.1b.1', 'T21H8.1c.1', 'T21H8.1d.1', 'T21H8.1e.1', 'T21H8.1f.1', 'T21H8.1g.1', 'T21H8.1h.1', 'T21H8.1i.1', 'T21H8.1j.1', 'T21H8.1k.1', 'T21H8.1k.2', 'T21H8.1l.1', 'T21H8.1m.1', 'T21H8.1n.1', 'T21H8.1o.1', 'T21H8.1p.1', 'T21H8.1q.1', 'T21H8.1r.1', 'T21H8.1s.1']",20
9184,WBGene00011906,"['T22A3.2a.1', 'T22A3.2b.1']",2
9185,WBGene00011908,"['T22A3.5a.1', 'T22A3.5b.1']",2
9186,WBGene00011909,['T22A3.6.1'],1
9187,WBGene00011910,"['T22B3.2a.1', 'T22B3.2b.1', 'T22B3.2b.2']",3
9188,WBGene00011911,['T22B3.3.1'],1
9189,WBGene00011912,['T22C1.1.1'],1
9190,WBGene00011913,['T22C1.2.1'],1
9191,WBGene00011914,['T22C1.3.1'],1
9192,WBGene00011915,['T22C1.4.1'],1
9193,WBGene00011916,['T22C1.5.1'],1
9194,WBGene00011917,['T22C1.6.1'],1
9195,WBGene00011918,['T22C1.8.1'],1
9196,WBGene00011919,['T22C1.9.1'],1
9197,WBGene00011920,['T22C1.11.1'],1
9198,WBGene00011921,['T22C1.12.1'],1
9199,WBGene00011922,['T22C8.1.1'],1
9200,WBGene00011923,"['T22C8.2.1', 'T22C8.2.2', 'T22C8.2.3']",3
9201,WBGene00011924,['T22C8.3.1'],1
9202,WBGene00011925,"['T22C8.4.1', 'T22C8.4.2']",2
9203,WBGene00011926,['T22C8.5.1'],1
9204,WBGene00011927,['T22C8.6.1'],1
9205,WBGene00011928,"['T22C8.7a.1', 'T22C8.7b.1', 'T22C8.7c.1']",3
9206,WBGene00011929,['T22G5.1.1'],1
9207,WBGene00011930,['T22G5.3.1'],1
9208,WBGene00011931,['T22G5.4.1'],1
9209,WBGene00011932,"['T22G5.5a.1', 'T22G5.5b.1']",2
9210,WBGene00011934,['T22H2.4.1'],1
9211,WBGene00011935,"['T22H2.5a.1', 'T22H2.5a.2', 'T22H2.5b.1', 'T22H2.5c.1']",4
9212,WBGene00011936,"['T22H2.6a.1', 'T22H2.6b.1']",2
9213,WBGene00011937,['T22H6.1.1'],1
9214,WBGene00011938,"['T22H6.2a.1', 'T22H6.2b.1']",2
9215,WBGene00011939,"['T23B5.1a.1', 'T23B5.1b.1']",2
9216,WBGene00011940,"['T23B5.3a.1', 'T23B5.3c.1', 'T23B5.3d.1', 'T23B5.3e.1']",4
9217,WBGene00011941,"['T23B5.4a.1', 'T23B5.4b.1']",2
9218,WBGene00011942,['T23D5.3.1'],1
9219,WBGene00011943,['T23D5.8.1'],1
9220,WBGene00011944,['T23D8.3.1'],1
9221,WBGene00011945,['T23D8.7.1'],1
9222,WBGene00011948,['T23F1.5.1'],1
9223,WBGene00011949,['T23F6.1.1'],1
9224,WBGene00011950,['T23F6.2.1'],1
9225,WBGene00011951,"['T23F6.3a.1', 'T23F6.3b.1', 'T23F6.3c.1']",3
9226,WBGene00011952,['T23F6.5.1'],1
9227,WBGene00011953,['T23F11.1.1'],1
9228,WBGene00011954,['T23F11.2.1'],1
9229,WBGene00011955,"['T23F11.3a.1', 'T23F11.3b.1']",2
9230,WBGene00011956,['T23F11.4.1'],1
9231,WBGene00011957,['T23F11.6.1'],1
9232,WBGene00011958,"['T23G4.2.1', 'T23G4.2.2']",2
9233,WBGene00011959,['T23G4.3.1'],1
9234,WBGene00011960,['T23G4.4.1'],1
9235,WBGene00011961,['T23G4.5.1'],1
9236,WBGene00011962,"['T23G5.2a.1', 'T23G5.2b.1']",2
9237,WBGene00011963,['T23G5.3.1'],1
9238,WBGene00011964,['T23G5.6.1'],1
9239,WBGene00011965,['T23G7.2a.1'],1
9240,WBGene00011966,['T23G7.3.1'],1
9241,WBGene00011967,['T23G7.5a.1'],1
9242,WBGene00011968,['T23G11.1.1'],1
9243,WBGene00011969,['T23G11.4.1'],1
9244,WBGene00011970,"['T23G11.5a.1', 'T23G11.5b.1']",2
9245,WBGene00011971,"['T23G11.6a.1', 'T23G11.6b.1', 'T23G11.6c.1']",3
9246,WBGene00011972,"['T23G11.7a.1', 'T23G11.7a.2', 'T23G11.7b.1']",3
9247,WBGene00011973,['T23G11.10.1'],1
9248,WBGene00011974,['T24A11.2.1'],1
9249,WBGene00011975,['T24B1.1.1'],1
9250,WBGene00011976,['T24B8.2.1'],1
9251,WBGene00011977,"['T24B8.3a.1', 'T24B8.3b.1', 'T24B8.3c.1']",3
9252,WBGene00011978,"['T24B8.4a.1', 'T24B8.4b.1', 'T24B8.4c.1', 'T24B8.4d.1', 'T24B8.4e.1', 'T24B8.4f.1', 'T24B8.4g.1', 'T24B8.4h.1', 'T24B8.4i.1', 'T24B8.4j.1']",10
9253,WBGene00011979,['T24B8.5.1'],1
9254,WBGene00011980,"['T24B8.7a.1', 'T24B8.7b.1', 'T24B8.7c.1', 'T24B8.7d.1', 'T24B8.7e.1', 'T24B8.7f.1', 'T24B8.7g.1', 'T24B8.7h.1']",8
9255,WBGene00011981,['T24C2.2.1'],1
9256,WBGene00011982,['T24C2.3.1'],1
9257,WBGene00011983,['T24C2.4.1'],1
9258,WBGene00011984,"['T24C2.5.1', 'T24C2.5.2']",2
9259,WBGene00011985,['T24D1.2.1'],1
9260,WBGene00011986,['T24D1.3.1'],1
9261,WBGene00011988,['T24D1.5.1'],1
9262,WBGene00011989,['T24D5.1.1'],1
9263,WBGene00011990,['T24D5.2.1'],1
9264,WBGene00011991,['T24D5.3.1'],1
9265,WBGene00011992,['T24D5.4.1'],1
9266,WBGene00011994,['T24F1.2.1'],1
9267,WBGene00011995,"['T24F1.3a.1', 'T24F1.3b.1', 'T24F1.3b.2']",3
9268,WBGene00011996,['T24F1.4.1'],1
9269,WBGene00011997,['T24F1.5.1'],1
9270,WBGene00011999,['T24F1.7.1'],1
9271,WBGene00012000,['T24H10.1.1'],1
9272,WBGene00012002,['T24H10.4.1'],1
9273,WBGene00012003,['T24H10.5.1'],1
9274,WBGene00012004,['T24H10.6.1'],1
9275,WBGene00012005,"['T24H10.7a.1', 'T24H10.7b.1', 'T24H10.7c.1', 'T24H10.7d.1', 'T24H10.7e.1', 'T24H10.7f.1', 'T24H10.7g.1', 'T24H10.7h.1', 'T24H10.7i.1']",9
9276,WBGene00012007,['T25B9.1.1'],1
9277,WBGene00012008,['T25B9.2.1'],1
9278,WBGene00012009,"['T25B9.3a.1', 'T25B9.3b.1']",2
9279,WBGene00012010,['T25B9.4.1'],1
9280,WBGene00012011,"['T25B9.5a.1', 'T25B9.5b.1']",2
9281,WBGene00012012,"['T25B9.6a.1', 'T25B9.6b.1']",2
9282,WBGene00012013,['T25B9.7.1'],1
9283,WBGene00012014,['T25B9.8.1'],1
9284,WBGene00012015,['T25B9.9.1'],1
9285,WBGene00012016,"['T25B9.10a.1', 'T25B9.10b.1', 'T25B9.10c.1']",3
9286,WBGene00012017,['T25C8.1.1'],1
9287,WBGene00012018,['T25C12.3.1'],1
9288,WBGene00012019,"['T25E12.4a.1', 'T25E12.4b.1', 'T25E12.4c.1', 'T25E12.4d.1', 'T25E12.4e.1', 'T25E12.4f.1']",6
9289,WBGene00012020,['T25E12.5.1'],1
9290,WBGene00012021,['T25E12.6.1'],1
9291,WBGene00012022,['T25E12.7.1'],1
9292,WBGene00012023,['T25E12.8.1'],1
9293,WBGene00012024,['T25E12.9.1'],1
9294,WBGene00012025,['T25E12.10.1'],1
9295,WBGene00012026,['T25E12.11.1'],1
9296,WBGene00012027,['T25E12.12.1'],1
9297,WBGene00012028,['T25E12.13.1'],1
9298,WBGene00012029,['T25G3.1.1'],1
9299,WBGene00012030,['T25G3.3.1'],1
9300,WBGene00012031,['T25G3.4.1'],1
9301,WBGene00012032,['T26C5.2.1'],1
9302,WBGene00012033,"['T26C5.3a.1', 'T26C5.3b.1', 'T26C5.3c.1', 'T26C5.3d.1', 'T26C5.3e.1']",5
9303,WBGene00012034,['T26C5.4.1'],1
9304,WBGene00012035,['T26C5.5.1'],1
9305,WBGene00012036,['T26E3.1.1'],1
9306,WBGene00012037,['T26E3.4.1'],1
9307,WBGene00012038,['T26E3.5.1'],1
9308,WBGene00012039,['T26E3.6.1'],1
9309,WBGene00012040,"['T26E3.7.1', 'T26E3.7.2']",2
9310,WBGene00012041,['T26E3.8.1'],1
9311,WBGene00012042,['T26E3.10.1'],1
9312,WBGene00012043,['T26E4.1.1'],1
9313,WBGene00012044,['T26E4.2.1'],1
9314,WBGene00012045,['T26E4.3.1'],1
9315,WBGene00012046,['T26E4.4.1'],1
9316,WBGene00012049,['T26E4.7.1'],1
9317,WBGene00012050,['T26E4.8.1'],1
9318,WBGene00012051,['T26E4.9.1'],1
9319,WBGene00012052,['T26E4.10.1'],1
9320,WBGene00012054,['T26E4.14.1'],1
9321,WBGene00012055,['T26E4.15.1'],1
9322,WBGene00012056,['T26E4.16.1'],1
9323,WBGene00012057,"['T26F2.1a.1', 'T26F2.1b.1']",2
9324,WBGene00012059,['T26G10.1.1'],1
9325,WBGene00012060,['T26G10.3.1'],1
9326,WBGene00012061,['T26G10.4.1'],1
9327,WBGene00012062,['T26G10.5.1'],1
9328,WBGene00012063,['T26H2.1.1'],1
9329,WBGene00012064,"['T26H2.2a.1', 'T26H2.2b.1']",2
9330,WBGene00012065,['T26H2.3.1'],1
9331,WBGene00012066,['T26H2.4.1'],1
9332,WBGene00012067,['T26H2.5.1'],1
9333,WBGene00012068,['T26H2.7.1'],1
9334,WBGene00012069,"['T26H5.4a.1', 'T26H5.4b.1']",2
9335,WBGene00012070,"['T26H5.8.1', 'T26H5.8.2']",2
9336,WBGene00012072,['T26H8.4.1'],1
9337,WBGene00012073,['T27A8.1.1'],1
9338,WBGene00012074,['T27A8.2.1'],1
9339,WBGene00012075,['T27A8.3.1'],1
9340,WBGene00012081,['T27C5.8.1'],1
9341,WBGene00012083,['T27C5.10.1'],1
9342,WBGene00012084,"['T27D1.3.1', 'T27D1.3.2']",2
9343,WBGene00012085,"['T27D12.1a.1', 'T27D12.1b.1']",2
9344,WBGene00012086,['T27D12.3.1'],1
9345,WBGene00012087,['T27E7.1.1'],1
9346,WBGene00012088,['T27E7.3.1'],1
9347,WBGene00012089,['T27E7.4.1'],1
9348,WBGene00012090,['T27E7.5.1'],1
9349,WBGene00012091,['T27E7.6.1'],1
9350,WBGene00012093,['T27E7.9.1'],1
9351,WBGene00012094,['T27E9.2.1'],1
9352,WBGene00012095,['T27E9.5.1'],1
9353,WBGene00012096,['T27E9.6.1'],1
9354,WBGene00012097,['T27E9.7.1'],1
